suj,rt,acc,congr,soa,tloc,cloc
5,569.33,1,1,450,2,2
5,516.43,1,0,-600,1,2
5,NaN,0,NaN,NaN,1,NaN
5,457.04,1,1,450,2,2
5,NaN,1,NaN,NaN,NaN,1
5,NaN,0,NaN,NaN,2,NaN
5,696.76,1,0,150,2,1
5,NaN,1,NaN,NaN,NaN,1
5,460.14,1,0,-150,2,1
5,450.63,1,0,450,2,1
5,546.24,1,1,150,2,2
5,NaN,0,NaN,NaN,2,NaN
5,525.27,1,0,-600,2,1
5,NaN,0,0,450,1,2
5,425.33,1,1,-150,1,1
5,NaN,1,NaN,NaN,NaN,1
5,NaN,1,NaN,NaN,NaN,NaN
5,NaN,0,1,-600,1,1
5,NaN,1,NaN,NaN,NaN,NaN
5,NaN,1,NaN,NaN,NaN,2
5,983.3,0,NaN,NaN,NaN,2
5,NaN,1,NaN,NaN,NaN,1
5,NaN,0,NaN,NaN,2,NaN
5,NaN,0,NaN,NaN,2,NaN
5,642.95,1,1,-150,1,1
5,NaN,0,0,-150,1,2
5,NaN,0,1,150,1,1
5,592.83,1,0,450,2,1
5,NaN,1,NaN,NaN,NaN,1
5,NaN,0,0,150,1,2
5,644.33,1,1,-150,2,2
5,NaN,1,NaN,NaN,NaN,NaN
5,554.29,1,1,150,2,2
5,NaN,0,1,-600,1,1
5,NaN,1,NaN,NaN,NaN,2
5,NaN,1,NaN,NaN,NaN,1
5,NaN,1,NaN,NaN,NaN,1
5,NaN,1,NaN,NaN,NaN,1
5,589.32,1,0,450,2,1
5,NaN,1,NaN,NaN,NaN,NaN
5,534.21,1,1,-600,1,1
5,508.1,1,0,-150,2,1
5,NaN,1,NaN,NaN,NaN,1
5,NaN,1,NaN,NaN,NaN,2
5,NaN,0,1,150,1,1
5,NaN,1,NaN,NaN,NaN,NaN
5,586.65,1,1,150,2,2
5,419.34,1,1,-150,2,2
5,530.73,1,0,-600,2,1
5,570.88,1,NaN,NaN,2,NaN
5,476.3,1,1,-150,2,2
5,NaN,1,NaN,NaN,NaN,2
5,567.07,1,1,450,1,1
5,607.79,1,0,150,1,2
5,NaN,1,NaN,NaN,NaN,1
5,602.07,1,0,-600,2,1
5,NaN,1,NaN,NaN,NaN,1
5,848.06,1,1,450,2,2
5,NaN,0,NaN,NaN,1,NaN
5,NaN,0,0,150,2,1
5,NaN,0,1,-600,2,2
5,563.79,1,0,-150,1,2
5,733.82,1,1,-600,2,2
5,NaN,0,0,450,1,2
5,1182.2,1,NaN,NaN,1,NaN
5,NaN,0,1,-600,1,1
5,502.84,1,NaN,NaN,2,NaN
5,NaN,1,NaN,NaN,NaN,2
5,NaN,1,NaN,NaN,NaN,NaN
5,NaN,0,0,150,2,1
5,NaN,0,NaN,NaN,1,NaN
5,488.6,1,1,-150,1,1
5,NaN,1,NaN,NaN,NaN,1
5,537.74,1,0,-600,1,2
5,NaN,0,0,450,1,2
5,NaN,0,1,450,2,2
5,NaN,0,0,-600,1,2
5,535.86,1,NaN,NaN,2,NaN
5,NaN,1,NaN,NaN,NaN,2
5,650.87,1,0,450,2,1
5,481.45,1,0,-150,2,1
5,NaN,1,NaN,NaN,NaN,2
5,677,1,1,150,2,2
5,651.1,1,0,-150,1,2
5,579.15,1,NaN,NaN,2,NaN
5,NaN,1,NaN,NaN,NaN,2
5,NaN,0,NaN,NaN,1,NaN
5,581.01,1,0,150,1,2
5,508.34,1,1,-150,1,1
5,NaN,1,NaN,NaN,NaN,2
5,625.17,1,1,150,1,1
5,NaN,0,1,450,1,1
5,NaN,1,NaN,NaN,NaN,NaN
5,NaN,1,NaN,NaN,NaN,1
5,NaN,1,NaN,NaN,NaN,2
5,476.21,1,0,150,1,2
5,569.18,1,0,150,1,2
5,530.4,1,1,-150,2,2
5,533.81,1,NaN,NaN,1,NaN
5,529.26,1,1,450,1,1
5,558.32,1,NaN,NaN,1,NaN
5,495.99,1,1,150,2,2
5,NaN,0,NaN,NaN,2,NaN
5,NaN,1,NaN,NaN,NaN,2
5,NaN,1,NaN,NaN,NaN,NaN
5,530.09,1,0,-600,2,1
5,NaN,1,NaN,NaN,NaN,NaN
5,NaN,1,NaN,NaN,NaN,1
5,NaN,1,NaN,NaN,NaN,NaN
5,735.14,1,1,450,2,2
5,NaN,1,NaN,NaN,NaN,2
5,NaN,1,NaN,NaN,NaN,2
5,676.09,1,0,450,2,1
5,NaN,0,0,450,2,1
5,NaN,1,NaN,NaN,NaN,2
5,731.58,1,NaN,NaN,1,NaN
5,447.59,1,0,-150,2,1
5,NaN,1,NaN,NaN,NaN,2
5,595.78,1,0,-600,1,2
5,NaN,0,0,450,1,2
5,NaN,0,1,-150,2,2
5,NaN,0,1,150,2,2
5,NaN,0,1,450,1,1
5,672.21,1,1,-600,1,1
5,NaN,0,0,150,2,1
5,630.63,1,0,-150,1,2
5,NaN,0,0,-600,1,2
5,NaN,1,NaN,NaN,NaN,2
5,NaN,1,NaN,NaN,NaN,1
5,NaN,0,NaN,NaN,1,NaN
5,572.45,1,1,-600,1,1
5,NaN,0,1,-600,2,2
5,NaN,0,0,-150,1,2
5,NaN,0,NaN,NaN,2,NaN
5,NaN,0,NaN,NaN,2,NaN
5,NaN,1,NaN,NaN,NaN,1
5,682.19,1,0,-150,2,1
5,524.32,1,1,-150,1,1
5,NaN,0,1,150,1,1
5,NaN,1,NaN,NaN,NaN,NaN
5,NaN,1,NaN,NaN,NaN,2
5,NaN,0,0,150,2,1
5,NaN,1,NaN,NaN,NaN,1
5,NaN,1,NaN,NaN,NaN,2
5,NaN,1,NaN,NaN,NaN,1
5,721.31,1,1,-600,2,2
5,554.45,1,1,450,2,2
5,NaN,0,0,450,1,2
5,435.43,1,1,-150,1,1
5,566.4,1,NaN,NaN,2,NaN
5,NaN,1,NaN,NaN,NaN,1
5,590.99,1,1,150,1,1
5,NaN,1,NaN,NaN,NaN,1
5,NaN,1,NaN,NaN,NaN,2
5,NaN,1,NaN,NaN,NaN,1
5,NaN,0,NaN,NaN,2,NaN
5,NaN,1,NaN,NaN,NaN,1
5,NaN,0,1,450,2,2
5,NaN,1,NaN,NaN,NaN,NaN
5,544,1,0,450,1,2
5,NaN,1,NaN,NaN,NaN,1
5,NaN,0,0,150,1,2
5,NaN,1,NaN,NaN,NaN,2
5,NaN,0,0,150,2,1
5,NaN,0,1,450,1,1
5,NaN,0,1,-600,1,1
5,645.52,1,0,-600,1,2
5,481.18,1,0,-150,2,1
5,596.7,1,NaN,NaN,1,NaN
5,430.87,1,1,-150,2,2
5,NaN,1,NaN,NaN,NaN,2
5,639,1,NaN,NaN,2,NaN
5,NaN,1,NaN,NaN,NaN,2
5,NaN,0,0,450,1,2
5,626.67,1,NaN,NaN,1,NaN
5,NaN,1,NaN,NaN,NaN,1
5,682.88,1,1,-150,1,1
5,670.44,1,0,-150,1,2
5,NaN,1,NaN,NaN,NaN,NaN
5,NaN,1,NaN,NaN,NaN,2
5,NaN,0,1,150,2,2
5,NaN,1,NaN,NaN,NaN,2
5,460.29,1,1,-150,1,1
5,NaN,0,1,150,2,2
5,1967,1,NaN,NaN,1,NaN
5,NaN,1,NaN,NaN,NaN,NaN
5,852.79,1,1,-600,2,2
5,NaN,0,0,-600,1,2
5,668.45,1,0,450,2,1
5,NaN,0,0,450,2,1
5,NaN,0,1,150,1,1
5,572.51,1,0,150,1,2
5,520.17,1,1,-150,2,2
5,503.34,1,0,-150,2,1
5,NaN,1,NaN,NaN,NaN,1
5,NaN,0,1,450,1,1
5,480.91,1,0,-150,1,2
5,NaN,0,1,450,2,2
5,NaN,1,NaN,NaN,NaN,1
5,NaN,0,NaN,NaN,2,NaN
5,NaN,1,NaN,NaN,NaN,2
5,541.98,1,0,-600,2,1
5,570.9,1,1,-600,2,2
5,529.44,1,0,-600,2,1
5,555.5,1,1,-600,1,1
5,548.08,1,0,150,2,1
5,NaN,0,NaN,NaN,2,NaN
5,NaN,1,NaN,NaN,NaN,NaN
5,NaN,1,NaN,NaN,NaN,2
5,NaN,0,NaN,NaN,1,NaN
5,NaN,1,NaN,NaN,NaN,1
5,902.34,1,1,150,1,1
5,NaN,1,NaN,NaN,NaN,1
5,NaN,0,1,450,1,1
5,NaN,1,NaN,NaN,NaN,2
5,NaN,1,NaN,NaN,NaN,1
5,NaN,1,NaN,NaN,NaN,2
5,561.49,1,1,150,1,1
5,1125.9,1,NaN,NaN,2,NaN
5,474.29,1,NaN,NaN,2,NaN
5,504.07,1,0,150,2,1
5,NaN,0,1,-600,1,1
5,NaN,1,NaN,NaN,NaN,2
5,544.31,1,0,-150,2,1
5,NaN,1,NaN,NaN,NaN,NaN
5,415.3,1,1,-150,2,2
5,NaN,0,NaN,NaN,1,NaN
5,NaN,1,NaN,NaN,NaN,1
5,NaN,0,NaN,NaN,2,NaN
5,NaN,1,NaN,NaN,NaN,1
5,698.31,1,0,450,1,2
5,NaN,1,NaN,NaN,NaN,2
5,455.02,1,1,-150,2,2
5,NaN,1,NaN,NaN,NaN,1
5,NaN,1,NaN,NaN,NaN,NaN
5,600.67,1,1,-600,2,2
5,NaN,0,NaN,NaN,1,NaN
5,499.42,1,1,150,2,2
5,NaN,0,NaN,NaN,1,NaN
5,506.09,1,0,450,2,1
5,722.6,1,0,450,2,1
5,NaN,0,1,-600,1,1
5,NaN,0,1,450,1,1
5,596.1,1,1,150,2,2
5,NaN,0,0,150,1,2
5,640.95,1,1,450,2,2
5,569.8,1,0,-600,2,1
5,517.13,1,0,-150,1,2
5,531.92,1,1,-150,1,1
5,NaN,0,0,-600,2,1
5,NaN,0,0,-600,1,2
5,526.22,1,0,-150,2,1
5,NaN,0,NaN,NaN,1,NaN
5,674.62,1,1,-600,2,2
5,NaN,1,NaN,NaN,NaN,2
5,NaN,0,0,-600,1,2
5,NaN,0,1,450,2,2
5,NaN,1,NaN,NaN,NaN,1
5,NaN,1,NaN,NaN,NaN,1
5,NaN,1,NaN,NaN,NaN,NaN
5,656.87,1,1,-150,1,1
5,NaN,1,NaN,NaN,NaN,NaN
5,NaN,0,0,150,2,1
5,NaN,1,NaN,NaN,NaN,2
5,NaN,1,NaN,NaN,NaN,2
5,608.48,1,NaN,NaN,2,NaN
5,447.96,1,0,150,1,2
5,NaN,0,0,450,1,2
5,472.88,1,0,-150,1,2
5,582.31,1,1,150,1,1
5,NaN,1,NaN,NaN,NaN,1
5,NaN,1,NaN,NaN,NaN,1
5,836.77,1,NaN,NaN,2,NaN
5,NaN,1,NaN,NaN,NaN,NaN
5,NaN,0,1,450,1,1
5,NaN,1,NaN,NaN,NaN,1
5,NaN,0,0,450,1,2
5,NaN,1,NaN,NaN,NaN,2
5,494.11,1,1,-150,1,1
5,NaN,0,0,-600,2,1
5,596.93,1,NaN,NaN,2,NaN
5,589.7,1,0,-150,1,2
5,NaN,1,NaN,NaN,NaN,1
5,684.63,1,0,150,2,1
5,NaN,1,NaN,NaN,NaN,1
5,NaN,1,NaN,NaN,NaN,2
5,442.73,1,1,-150,1,1
5,NaN,0,0,-600,1,2
5,NaN,1,NaN,NaN,NaN,NaN
5,533.01,1,1,-150,2,2
5,NaN,0,0,-600,1,2
5,NaN,1,NaN,NaN,NaN,NaN
5,NaN,0,1,150,1,1
5,NaN,1,NaN,NaN,NaN,2
5,NaN,1,NaN,NaN,NaN,2
5,NaN,0,NaN,NaN,1,NaN
5,NaN,0,1,150,1,1
5,545.51,1,1,-600,2,2
5,NaN,1,NaN,NaN,NaN,2
5,563.53,1,1,450,1,1
5,NaN,0,1,-600,1,1
5,NaN,1,NaN,NaN,NaN,2
5,593.3,1,NaN,NaN,2,NaN
5,NaN,0,1,-600,2,2
5,NaN,1,NaN,NaN,NaN,2
5,NaN,0,1,450,2,2
5,646.68,1,0,-600,2,1
5,NaN,0,0,450,1,2
5,666.75,1,NaN,NaN,2,NaN
5,NaN,0,0,450,2,1
5,677.97,1,1,-600,1,1
5,NaN,0,1,150,2,2
5,NaN,1,NaN,NaN,NaN,2
5,NaN,0,NaN,NaN,1,NaN
5,NaN,1,NaN,NaN,NaN,1
5,452.88,1,0,-150,2,1
5,536.27,1,1,150,2,2
5,512.34,1,0,150,1,2
5,495.03,1,0,150,2,1
5,569.86,1,1,450,2,2
5,NaN,0,0,150,1,2
5,NaN,1,NaN,NaN,NaN,1
5,NaN,1,NaN,NaN,NaN,1
5,NaN,1,NaN,NaN,NaN,NaN
5,NaN,1,NaN,NaN,NaN,1
5,434.41,1,0,-150,2,1
5,NaN,0,NaN,NaN,1,NaN
5,433.31,1,1,-150,2,2
5,NaN,0,NaN,NaN,1,NaN
5,NaN,1,NaN,NaN,NaN,1
5,558.41,1,0,-150,1,2
5,NaN,0,0,450,2,1
5,474.83,1,0,-150,1,2
5,NaN,1,NaN,NaN,NaN,NaN
5,685.53,1,NaN,NaN,1,NaN
5,466.41,1,0,-150,1,2
5,NaN,1,NaN,NaN,NaN,2
5,NaN,1,NaN,NaN,NaN,1
5,NaN,1,NaN,NaN,NaN,2
5,NaN,1,NaN,NaN,NaN,2
5,NaN,1,NaN,NaN,NaN,1
5,NaN,1,NaN,NaN,NaN,1
5,NaN,0,NaN,NaN,2,NaN
5,NaN,1,NaN,NaN,NaN,1
5,NaN,0,1,150,1,1
5,NaN,1,NaN,NaN,NaN,1
5,NaN,0,0,-600,1,2
5,NaN,0,NaN,NaN,1,NaN
5,584.5,1,0,450,2,1
5,741.74,1,NaN,NaN,2,NaN
5,NaN,1,NaN,NaN,NaN,1
5,NaN,1,NaN,NaN,NaN,NaN
5,NaN,1,NaN,NaN,NaN,2
5,NaN,0,0,150,2,1
5,NaN,0,1,150,2,2
5,NaN,0,1,450,2,2
5,560.55,1,1,450,2,2
5,NaN,0,0,150,1,2
5,670.78,1,NaN,NaN,1,NaN
5,532.61,1,0,-150,2,1
5,NaN,0,NaN,NaN,1,NaN
5,NaN,0,0,450,2,1
5,NaN,0,0,-600,1,2
5,NaN,0,NaN,NaN,2,NaN
5,483.11,1,1,-600,2,2
5,557.44,1,1,-600,2,2
5,NaN,1,NaN,NaN,NaN,NaN
5,732.68,1,0,-600,2,1
5,682.72,1,0,-600,2,1
5,545.41,1,1,-600,1,1
5,NaN,1,NaN,NaN,NaN,1
5,NaN,1,NaN,NaN,NaN,2
5,NaN,1,NaN,NaN,NaN,1
5,NaN,0,1,150,1,1
5,NaN,1,NaN,NaN,NaN,NaN
5,531.28,1,1,-150,1,1
5,533.53,1,1,-150,1,1
5,496.94,1,1,-150,2,2
5,NaN,0,1,450,1,1
5,NaN,1,NaN,NaN,NaN,2
5,NaN,0,0,450,1,2
5,NaN,0,0,-150,2,1
5,NaN,0,NaN,NaN,2,NaN
5,NaN,0,0,150,1,2
5,NaN,0,0,450,1,2
5,NaN,0,0,150,2,1
5,NaN,0,1,150,2,2
5,NaN,1,NaN,NaN,NaN,2
5,671.96,1,1,-150,2,2
5,NaN,0,1,-600,1,1
5,NaN,0,1,450,1,1
5,NaN,1,NaN,NaN,NaN,NaN
5,436.76,1,1,-150,1,1
5,NaN,0,1,150,2,2
5,NaN,0,0,450,2,1
5,NaN,1,NaN,NaN,NaN,1
5,NaN,1,NaN,NaN,NaN,1
5,NaN,0,NaN,NaN,1,NaN
5,NaN,1,NaN,NaN,NaN,2
5,NaN,1,NaN,NaN,NaN,2
5,NaN,0,0,150,1,2
5,NaN,1,NaN,NaN,NaN,2
5,NaN,0,0,-600,1,2
5,NaN,1,NaN,NaN,NaN,1
5,545.07,1,0,450,1,2
5,778.35,1,NaN,NaN,2,NaN
5,541.88,1,0,-150,1,2
5,NaN,0,0,150,2,1
5,NaN,1,NaN,NaN,NaN,2
5,NaN,1,NaN,NaN,NaN,2
5,517.58,1,1,-150,2,2
5,NaN,0,1,450,1,1
5,NaN,1,NaN,NaN,NaN,2
5,NaN,1,NaN,NaN,NaN,1
5,611.77,1,1,-600,2,2
5,NaN,1,NaN,NaN,NaN,NaN
5,578.7,1,1,150,1,1
5,NaN,0,NaN,NaN,1,NaN
5,602.11,1,0,-600,2,1
5,NaN,1,NaN,NaN,NaN,NaN
5,NaN,0,1,450,1,1
5,505.87,1,NaN,NaN,2,NaN
5,563.35,1,0,450,1,2
5,551.91,1,1,150,2,2
5,617.55,1,NaN,NaN,1,NaN
5,NaN,1,NaN,NaN,NaN,NaN
5,NaN,0,NaN,NaN,1,NaN
5,613.02,1,NaN,NaN,2,NaN
5,454.28,1,0,-150,1,2
5,NaN,0,0,-150,2,1
5,723.03,1,0,-600,1,2
5,NaN,0,0,450,2,1
5,505.36,1,1,-150,1,1
5,425.58,1,1,-150,2,2
5,604.25,1,1,-600,1,1
5,NaN,1,NaN,NaN,NaN,1
5,NaN,1,NaN,NaN,NaN,2
5,NaN,1,NaN,NaN,NaN,1
5,579.94,1,1,450,2,2
5,513.84,1,0,-150,2,1
5,NaN,1,NaN,NaN,NaN,2
5,NaN,0,0,150,1,2
5,462.91,1,1,-600,2,2
5,NaN,0,1,-600,1,1
5,505.48,1,NaN,NaN,2,NaN
5,NaN,1,NaN,NaN,NaN,1
5,NaN,1,NaN,NaN,NaN,1
5,NaN,0,1,150,1,1
5,NaN,0,0,150,2,1
5,475.6,1,1,-150,2,2
5,459.1,1,1,-600,1,1
5,423.01,1,1,-150,2,2
5,NaN,0,0,450,2,1
5,NaN,1,NaN,NaN,NaN,2
5,631.37,1,0,-600,1,2
5,NaN,1,NaN,NaN,NaN,1
5,502.85,1,1,-150,1,1
5,NaN,0,0,150,2,1
5,NaN,1,NaN,NaN,NaN,2
5,641.68,1,NaN,NaN,1,NaN
5,NaN,0,NaN,NaN,2,NaN
5,NaN,1,NaN,NaN,NaN,NaN
5,NaN,1,NaN,NaN,NaN,NaN
5,NaN,1,NaN,NaN,NaN,2
5,625.25,1,0,450,1,2
5,NaN,1,NaN,NaN,NaN,2
5,NaN,0,1,450,1,1
5,782.85,1,1,450,2,2
5,NaN,1,NaN,NaN,NaN,1
5,NaN,1,NaN,NaN,NaN,2
5,775.77,1,1,150,1,1
5,NaN,0,1,150,1,1
5,NaN,0,NaN,NaN,1,NaN
5,NaN,1,NaN,NaN,NaN,1
5,487.08,1,1,-150,1,1
5,468.98,1,0,150,2,1
5,NaN,1,NaN,NaN,NaN,NaN
5,NaN,0,0,150,1,2
5,444.5,1,0,150,1,2
5,503.18,1,NaN,NaN,2,NaN
5,NaN,1,NaN,NaN,NaN,1
5,NaN,1,NaN,NaN,NaN,NaN
5,NaN,1,NaN,NaN,NaN,1
5,618.36,1,0,-600,1,2
5,671.12,1,1,150,2,2
5,NaN,1,NaN,NaN,NaN,2
5,545.75,1,0,-150,2,1
5,NaN,0,1,450,2,2
5,NaN,0,1,-600,1,1
5,NaN,0,1,-600,2,2
5,NaN,1,NaN,NaN,NaN,1
5,NaN,0,0,-150,1,2
5,749,1,0,450,2,1
5,493.12,1,0,-150,2,1
5,507.8,1,0,-600,2,1
5,NaN,0,NaN,NaN,1,NaN
5,NaN,0,NaN,NaN,2,NaN
5,NaN,0,1,-600,2,2
5,NaN,0,NaN,NaN,2,NaN
5,NaN,0,1,450,1,1
5,NaN,1,NaN,NaN,NaN,1
5,604.43,1,1,150,2,2
5,NaN,1,NaN,NaN,NaN,2
5,NaN,0,NaN,NaN,1,NaN
5,NaN,0,0,-150,1,2
5,573.45,1,0,-600,2,1
5,NaN,1,NaN,NaN,NaN,1
5,423.25,1,0,-150,2,1
5,NaN,1,NaN,NaN,NaN,2
5,NaN,0,1,150,1,1
5,NaN,1,NaN,NaN,NaN,1
5,529.27,1,0,150,2,1
5,NaN,1,NaN,NaN,NaN,2
5,549.71,1,0,-600,2,1
5,NaN,0,1,150,2,2
5,NaN,0,1,-600,1,1
5,NaN,1,NaN,NaN,NaN,1
5,548.99,1,0,-150,2,1
5,NaN,1,NaN,NaN,NaN,1
5,NaN,1,NaN,NaN,NaN,NaN
5,670.25,1,NaN,NaN,2,NaN
5,NaN,1,NaN,NaN,NaN,2
5,429.2,1,1,-150,1,1
5,889.21,1,0,450,1,2
5,503.95,1,1,-150,2,2
5,455.96,1,1,-150,1,1
5,NaN,0,NaN,NaN,1,NaN
5,NaN,1,NaN,NaN,NaN,2
5,594.25,1,1,150,2,2
5,NaN,1,NaN,NaN,NaN,2
5,NaN,1,NaN,NaN,NaN,NaN
5,NaN,0,0,150,2,1
5,572.52,1,NaN,NaN,2,NaN
5,785.5,1,1,450,1,1
5,NaN,0,0,-150,1,2
5,NaN,0,NaN,NaN,2,NaN
5,NaN,1,NaN,NaN,NaN,NaN
5,602.4,1,0,450,2,1
5,NaN,0,1,150,1,1
5,442.6,1,0,-150,1,2
5,NaN,0,0,-600,1,2
5,NaN,1,NaN,NaN,NaN,2
5,452.8,1,1,-150,2,2
5,501.82,1,1,-600,2,2
5,528.28,1,0,-600,1,2
5,NaN,0,NaN,NaN,1,NaN
5,556.37,1,1,-600,2,2
5,467.41,1,0,-600,2,1
5,NaN,1,NaN,NaN,NaN,1
5,NaN,1,NaN,NaN,NaN,2
5,NaN,1,NaN,NaN,NaN,1
5,NaN,0,1,450,1,1
5,1274.2,1,NaN,NaN,1,NaN
5,NaN,1,NaN,NaN,NaN,NaN
5,NaN,0,0,150,1,2
5,NaN,0,NaN,NaN,1,NaN
5,NaN,1,NaN,NaN,NaN,2
5,NaN,0,0,450,2,1
5,NaN,0,NaN,NaN,2,NaN
5,NaN,1,NaN,NaN,NaN,1
5,NaN,0,1,450,2,2
5,NaN,0,1,450,2,2
5,NaN,1,NaN,NaN,NaN,1
5,568.03,1,1,-600,1,1
5,NaN,0,0,150,1,2
5,NaN,0,0,450,1,2
5,NaN,1,NaN,NaN,NaN,1
5,NaN,0,1,-600,2,2
5,452.94,1,1,-600,2,2
5,374.39,1,1,-150,2,2
5,NaN,1,NaN,NaN,NaN,2
5,NaN,1,NaN,NaN,NaN,1
5,455.93,1,0,-600,2,1
5,NaN,1,NaN,NaN,NaN,1
5,NaN,1,NaN,NaN,NaN,1
5,480.99,1,0,-150,2,1
5,614.95,1,1,-600,1,1
5,NaN,1,NaN,NaN,NaN,2
5,532.48,1,1,150,1,1
5,NaN,0,NaN,NaN,2,NaN
5,632.72,1,NaN,NaN,2,NaN
5,NaN,1,NaN,NaN,NaN,2
5,NaN,0,0,150,1,2
5,NaN,1,NaN,NaN,NaN,NaN
5,NaN,0,1,450,1,1
5,NaN,1,NaN,NaN,NaN,2
5,NaN,0,0,150,2,1
5,467.43,1,1,-600,1,1
5,NaN,0,0,450,1,2
5,NaN,0,1,450,1,1
5,NaN,0,1,450,2,2
5,NaN,1,NaN,NaN,NaN,1
5,NaN,0,NaN,NaN,1,NaN
5,727.26,1,0,-600,1,2
5,NaN,0,1,450,2,2
5,479.33,1,0,-600,1,2
5,NaN,0,NaN,NaN,1,NaN
5,NaN,1,NaN,NaN,NaN,NaN
5,NaN,0,0,-150,2,1
5,NaN,0,0,150,2,1
5,NaN,0,NaN,NaN,1,NaN
5,NaN,1,NaN,NaN,NaN,2
5,685.01,1,0,-150,1,2
5,380.21,1,1,-150,2,2
5,NaN,0,1,150,2,2
5,642.28,1,0,450,2,1
5,787.04,1,1,150,1,1
5,NaN,1,NaN,NaN,NaN,2
5,505.92,1,0,150,1,2
5,544.41,1,1,150,2,2
5,NaN,1,NaN,NaN,NaN,1
5,NaN,0,0,450,1,2
5,NaN,0,0,-600,2,1
5,NaN,1,NaN,NaN,NaN,NaN
5,NaN,1,NaN,NaN,NaN,2
5,NaN,1,NaN,NaN,NaN,NaN
5,636.79,1,NaN,NaN,1,NaN
5,605.66,1,0,450,2,1
5,NaN,1,NaN,NaN,NaN,1
5,489.52,1,1,-150,1,1
5,NaN,1,NaN,NaN,NaN,1
5,NaN,1,NaN,NaN,NaN,1
5,NaN,0,NaN,NaN,2,NaN
5,484.69,1,0,-150,1,2
5,470.72,1,1,-150,1,1
5,NaN,0,NaN,NaN,2,NaN
5,NaN,1,NaN,NaN,NaN,2
5,NaN,0,0,150,1,2
5,429.11,1,1,-150,1,1
5,460.67,1,1,150,2,2
5,NaN,1,NaN,NaN,NaN,NaN
5,497.29,1,1,-600,2,2
5,460.01,1,0,-600,2,1
5,NaN,1,NaN,NaN,NaN,1
5,619.02,1,1,450,1,1
5,740.87,1,1,450,2,2
5,570.36,1,0,-600,2,1
5,NaN,1,NaN,NaN,NaN,2
5,NaN,0,0,150,2,1
5,NaN,0,NaN,NaN,2,NaN
5,NaN,1,NaN,NaN,NaN,1
5,542.18,1,0,-150,1,2
5,598.98,1,1,150,1,1
5,629.62,1,0,-150,2,1
5,899.09,1,0,150,2,1
5,538.53,1,0,-150,2,1
5,NaN,1,NaN,NaN,NaN,1
5,NaN,0,1,450,1,1
5,NaN,0,0,450,1,2
5,NaN,1,NaN,NaN,NaN,1
5,NaN,0,NaN,NaN,2,NaN
5,NaN,1,NaN,NaN,NaN,2
5,NaN,1,NaN,NaN,NaN,NaN
5,NaN,0,NaN,NaN,1,NaN
5,NaN,0,NaN,NaN,1,NaN
5,NaN,0,0,450,2,1
5,NaN,1,NaN,NaN,NaN,1
5,NaN,0,NaN,NaN,2,NaN
5,521.41,1,0,450,2,1
5,497.35,1,0,-150,1,2
5,510.26,1,1,-600,1,1
5,NaN,1,NaN,NaN,NaN,1
5,NaN,1,NaN,NaN,NaN,2
5,525.31,1,1,-600,2,2
5,608.49,1,1,150,1,1
5,NaN,1,NaN,NaN,NaN,1
5,NaN,1,NaN,NaN,NaN,NaN
5,NaN,0,NaN,NaN,1,NaN
5,449.46,1,1,-150,2,2
5,NaN,1,NaN,NaN,NaN,2
5,NaN,0,NaN,NaN,1,NaN
5,NaN,1,NaN,NaN,NaN,1
5,559.08,1,1,-150,2,2
5,NaN,0,1,150,2,2
5,NaN,1,NaN,NaN,NaN,2
5,NaN,0,0,150,1,2
5,654.87,1,1,450,2,2
5,546.59,1,0,-600,1,2
5,NaN,0,1,-150,1,1
5,NaN,0,NaN,NaN,2,NaN
5,NaN,0,1,-600,1,1
5,NaN,1,NaN,NaN,NaN,NaN
5,NaN,1,NaN,NaN,NaN,2
5,NaN,0,0,-600,1,2
5,NaN,1,NaN,NaN,NaN,2
5,NaN,0,0,450,1,2
5,525.26,1,1,150,2,2
5,NaN,1,NaN,NaN,NaN,1
5,487.56,1,NaN,NaN,1,NaN
5,NaN,1,NaN,NaN,NaN,1
5,588.96,1,0,-600,2,1
5,394.32,1,0,-150,1,2
5,584.54,1,NaN,NaN,2,NaN
5,561.97,1,1,-600,2,2
5,NaN,0,0,450,2,1
5,529.38,1,0,-600,2,1
5,NaN,1,NaN,NaN,NaN,1
5,462.41,1,0,-600,1,2
5,553.09,1,1,450,1,1
5,473.8,1,1,150,1,1
5,549.84,1,NaN,NaN,1,NaN
5,529.34,1,NaN,NaN,2,NaN
5,476.01,1,0,150,1,2
5,424.73,1,1,-150,2,2
5,NaN,1,NaN,NaN,NaN,1
5,NaN,1,NaN,NaN,NaN,NaN
5,NaN,1,NaN,NaN,NaN,2
5,NaN,1,NaN,NaN,NaN,NaN
5,571.15,1,1,-600,1,1
5,NaN,1,NaN,NaN,NaN,2
5,NaN,1,NaN,NaN,NaN,1
5,659.38,1,0,450,1,2
5,NaN,0,0,150,1,2
5,626.52,1,1,450,2,2
5,NaN,1,NaN,NaN,NaN,2
5,NaN,0,0,150,2,1
5,631.81,1,1,150,2,2
5,NaN,0,NaN,NaN,2,NaN
5,660.07,1,1,150,1,1
5,NaN,1,NaN,NaN,NaN,1
5,485.48,1,1,-150,1,1
5,NaN,1,NaN,NaN,NaN,2
5,466.86,1,0,-150,1,2
5,NaN,0,0,450,2,1
5,NaN,1,NaN,NaN,NaN,NaN
5,NaN,1,NaN,NaN,NaN,NaN
5,NaN,0,1,450,1,1
5,NaN,1,NaN,NaN,NaN,2
