suj,rt,acc,congr,soa,tloc,cloc
22,NaN,1,NaN,NaN,NaN,1
22,464.36,1,1,-150,1,1
22,NaN,1,NaN,NaN,NaN,2
22,NaN,0,NaN,NaN,1,NaN
22,681.95,1,NaN,NaN,2,NaN
22,NaN,0,NaN,NaN,1,NaN
22,NaN,1,NaN,NaN,NaN,1
22,2694.7,1,1,-600,1,1
22,437.14,1,1,-600,2,2
22,NaN,1,NaN,NaN,NaN,2
22,NaN,1,NaN,NaN,NaN,2
22,526.23,1,1,-600,2,2
22,NaN,0,0,150,1,2
22,438.09,1,1,-600,1,1
22,1589.5,1,1,450,1,1
22,549.46,1,0,450,1,2
22,NaN,1,NaN,NaN,NaN,NaN
22,832.49,1,0,-600,2,1
22,NaN,0,NaN,NaN,2,NaN
22,NaN,0,1,450,2,2
22,NaN,0,0,150,1,2
22,454.33,1,0,-600,2,1
22,NaN,1,NaN,NaN,NaN,1
22,NaN,0,NaN,NaN,2,NaN
22,494.48,1,1,-150,2,2
22,554.44,1,1,450,2,2
22,551.18,1,NaN,NaN,1,NaN
22,518.57,1,1,150,1,1
22,NaN,1,NaN,NaN,NaN,2
22,515.69,1,1,150,1,1
22,NaN,1,NaN,NaN,NaN,NaN
22,814.79,1,0,450,1,2
22,NaN,1,NaN,NaN,NaN,NaN
22,709.72,1,1,-150,2,2
22,NaN,1,NaN,NaN,NaN,1
22,549.14,1,0,150,2,1
22,681.34,1,NaN,NaN,2,NaN
22,NaN,1,NaN,NaN,NaN,2
22,451.86,1,1,150,2,2
22,NaN,0,1,-150,1,1
22,NaN,0,0,-150,2,1
22,514.65,1,0,-150,2,1
22,483.5,1,0,-600,1,2
22,NaN,1,NaN,NaN,NaN,2
22,NaN,1,NaN,NaN,NaN,2
22,NaN,1,NaN,NaN,NaN,1
22,516.19,1,1,450,1,1
22,NaN,1,NaN,NaN,NaN,1
22,1195.4,1,NaN,NaN,1,NaN
22,533.42,1,0,-150,2,1
22,NaN,0,0,-150,2,1
22,507.09,1,0,-150,1,2
22,525.72,1,NaN,NaN,1,NaN
22,1138.5,1,1,150,1,1
22,NaN,1,NaN,NaN,NaN,2
22,572.69,1,0,450,2,1
22,NaN,1,NaN,NaN,NaN,NaN
22,NaN,0,1,450,2,2
22,NaN,0,1,150,2,2
22,751.4,1,0,150,1,2
22,NaN,1,NaN,NaN,NaN,1
22,774.64,1,0,450,1,2
22,NaN,1,NaN,NaN,NaN,1
22,480.77,1,NaN,NaN,2,NaN
22,NaN,0,NaN,NaN,2,NaN
22,NaN,1,NaN,NaN,NaN,NaN
22,521.99,1,1,-150,2,2
22,NaN,1,NaN,NaN,NaN,NaN
22,NaN,1,NaN,NaN,NaN,2
22,499.88,1,NaN,NaN,2,NaN
22,NaN,1,NaN,NaN,NaN,2
22,NaN,1,NaN,NaN,NaN,1
22,NaN,1,NaN,NaN,NaN,2
22,NaN,0,0,-600,2,1
22,459.88,1,1,-600,2,2
22,NaN,0,0,150,2,1
22,NaN,1,NaN,NaN,NaN,2
22,614.07,1,1,450,1,1
22,450.19,1,0,450,2,1
22,NaN,1,NaN,NaN,NaN,2
22,404.93,1,1,-600,1,1
22,NaN,1,NaN,NaN,NaN,NaN
22,539.86,1,NaN,NaN,1,NaN
22,501.89,1,1,-600,1,1
22,NaN,0,1,450,2,2
22,NaN,0,NaN,NaN,2,NaN
22,NaN,1,NaN,NaN,NaN,2
22,555.42,1,0,150,2,1
22,660.76,1,1,150,1,1
22,407.64,1,1,-150,1,1
22,504.59,1,0,-150,1,2
22,NaN,1,NaN,NaN,NaN,1
22,460.73,1,0,-600,1,2
22,NaN,0,1,150,2,2
22,NaN,1,NaN,NaN,NaN,1
22,522.9,1,1,-600,2,2
22,NaN,0,NaN,NaN,1,NaN
22,569.81,1,1,-150,2,2
22,NaN,0,0,-600,1,2
22,537.16,1,0,450,1,2
22,531.19,1,0,-600,2,1
22,NaN,1,NaN,NaN,NaN,1
22,NaN,0,0,150,1,2
22,933.56,0,NaN,NaN,NaN,2
22,NaN,0,1,450,1,1
22,NaN,1,NaN,NaN,NaN,1
22,NaN,0,0,150,2,1
22,485.56,1,NaN,NaN,1,NaN
22,422.18,1,1,-600,2,2
22,441.03,1,1,-600,1,1
22,439.67,1,0,150,2,1
22,NaN,1,NaN,NaN,NaN,2
22,NaN,0,NaN,NaN,2,NaN
22,NaN,1,NaN,NaN,NaN,2
22,720.02,1,0,450,1,2
22,NaN,0,1,450,1,1
22,NaN,1,NaN,NaN,NaN,2
22,459.34,1,1,-600,2,2
22,521.4,1,0,-150,1,2
22,NaN,1,NaN,NaN,NaN,1
22,NaN,0,1,150,1,1
22,2129.3,0,NaN,NaN,NaN,2
22,NaN,1,NaN,NaN,NaN,NaN
22,NaN,1,NaN,NaN,NaN,1
22,494.97,1,1,-150,1,1
22,NaN,0,NaN,NaN,1,NaN
22,495.68,1,1,-150,2,2
22,NaN,0,0,-600,1,2
22,443.34,1,0,-600,2,1
22,1639.9,1,0,150,1,2
22,NaN,1,NaN,NaN,NaN,NaN
22,NaN,1,NaN,NaN,NaN,2
22,NaN,1,NaN,NaN,NaN,1
22,653.83,1,NaN,NaN,2,NaN
22,NaN,0,0,-150,2,1
22,NaN,1,NaN,NaN,NaN,NaN
22,535.24,1,1,-150,2,2
22,533.17,1,0,-600,1,2
22,582.98,1,1,150,1,1
22,NaN,1,NaN,NaN,NaN,1
22,NaN,1,NaN,NaN,NaN,2
22,NaN,0,1,150,2,2
22,NaN,0,1,-150,1,1
22,578.17,1,0,450,2,1
22,476.55,1,1,150,2,2
22,452.42,1,0,450,2,1
22,450.13,1,0,450,1,2
22,NaN,0,1,450,1,1
22,NaN,1,NaN,NaN,NaN,2
22,885.8,1,NaN,NaN,1,NaN
22,NaN,1,NaN,NaN,NaN,2
22,603.08,1,NaN,NaN,1,NaN
22,535.14,1,0,-150,2,1
22,514.76,1,1,-600,1,1
22,NaN,1,NaN,NaN,NaN,1
22,517.97,1,NaN,NaN,2,NaN
22,NaN,1,NaN,NaN,NaN,1
22,NaN,1,NaN,NaN,NaN,NaN
22,587.1,1,1,450,2,2
22,505.57,1,0,-600,2,1
22,NaN,0,0,150,1,2
22,473.87,1,0,-150,1,2
22,NaN,1,NaN,NaN,NaN,1
22,NaN,0,NaN,NaN,2,NaN
22,NaN,0,1,450,2,2
23,NaN,0,NaN,NaN,2,NaN
23,NaN,0,1,150,2,2
23,632.6,1,1,450,1,1
23,NaN,1,NaN,NaN,NaN,2
23,566.75,1,0,-150,2,1
23,506.11,1,1,450,1,1
23,NaN,1,NaN,NaN,NaN,1
23,516.11,1,0,450,1,2
23,NaN,1,NaN,NaN,NaN,1
23,NaN,1,NaN,NaN,NaN,1
23,NaN,0,1,-600,1,1
23,487.73,1,NaN,NaN,1,NaN
23,NaN,0,0,450,1,2
23,2663.6,0,NaN,NaN,NaN,2
23,NaN,1,NaN,NaN,NaN,2
23,650.98,1,1,-600,1,1
23,NaN,1,NaN,NaN,NaN,2
23,452.36,1,0,150,2,1
23,675.76,1,NaN,NaN,2,NaN
23,NaN,1,NaN,NaN,NaN,1
23,NaN,0,0,450,2,1
23,490.81,1,0,-600,1,2
23,534.56,1,0,450,2,1
23,479.4,1,0,-150,1,2
23,556.35,1,1,150,2,2
23,NaN,1,NaN,NaN,NaN,2
23,485.16,1,0,-600,1,2
23,NaN,1,NaN,NaN,NaN,1
23,NaN,1,NaN,NaN,NaN,1
23,NaN,1,NaN,NaN,NaN,2
23,568.78,1,0,-150,2,1
23,NaN,1,NaN,NaN,NaN,NaN
23,NaN,1,NaN,NaN,NaN,NaN
23,NaN,0,1,150,1,1
23,NaN,1,NaN,NaN,NaN,1
23,NaN,1,NaN,NaN,NaN,2
23,546.12,1,1,-150,2,2
23,397.41,1,0,150,1,2
23,NaN,1,NaN,NaN,NaN,NaN
23,457.63,1,0,-150,1,2
23,628.3,1,1,-150,2,2
23,517.7,1,1,450,2,2
23,550.58,1,1,-600,2,2
23,NaN,1,NaN,NaN,NaN,2
23,507.33,1,NaN,NaN,1,NaN
23,536.21,1,1,-150,1,1
23,NaN,1,NaN,NaN,NaN,NaN
23,NaN,1,NaN,NaN,NaN,1
23,691.74,1,0,150,2,1
23,438.31,1,0,150,1,2
23,455.72,1,NaN,NaN,1,NaN
23,450.73,1,1,-600,2,2
23,443.11,1,0,-600,2,1
23,442.8,1,1,450,2,2
23,475.97,1,NaN,NaN,1,NaN
23,NaN,0,NaN,NaN,2,NaN
23,606.45,1,NaN,NaN,2,NaN
23,NaN,0,NaN,NaN,2,NaN
23,368.07,1,1,150,2,2
23,NaN,1,NaN,NaN,NaN,1
23,425.72,1,0,-150,1,2
23,NaN,1,NaN,NaN,NaN,2
23,505.12,1,0,-600,2,1
23,501.14,1,0,450,1,2
23,470.57,1,0,150,2,1
23,537.96,1,1,150,2,2
23,NaN,1,NaN,NaN,NaN,NaN
23,475.04,1,NaN,NaN,1,NaN
23,NaN,1,NaN,NaN,NaN,NaN
23,577.67,1,1,-150,1,1
23,574.44,1,1,450,1,1
23,NaN,1,NaN,NaN,NaN,1
23,530.02,1,1,-600,1,1
23,914.59,1,0,-600,1,2
23,NaN,0,1,450,1,1
23,819.56,1,0,150,1,2
23,NaN,0,NaN,NaN,2,NaN
23,NaN,0,1,-600,2,2
23,594.45,1,1,-150,1,1
23,550.54,1,0,-150,2,1
23,NaN,1,NaN,NaN,NaN,NaN
23,527.69,1,NaN,NaN,1,NaN
23,627.64,1,0,-600,1,2
23,608.84,1,1,-150,2,2
23,NaN,1,NaN,NaN,NaN,NaN
23,NaN,0,NaN,NaN,2,NaN
23,510.75,1,1,-150,2,2
23,NaN,0,1,-600,1,1
23,NaN,0,NaN,NaN,1,NaN
23,516.98,1,0,-600,2,1
23,634.16,1,0,150,1,2
23,744.37,1,1,150,1,1
23,895.16,1,NaN,NaN,1,NaN
23,NaN,0,1,450,2,2
23,NaN,0,0,-150,2,1
23,NaN,1,NaN,NaN,NaN,2
23,NaN,1,NaN,NaN,NaN,1
23,NaN,1,NaN,NaN,NaN,2
23,553.23,1,1,150,1,1
23,NaN,1,NaN,NaN,NaN,1
23,NaN,0,0,450,1,2
23,845.32,1,NaN,NaN,2,NaN
23,882.03,1,1,450,2,2
23,NaN,0,1,-600,2,2
23,NaN,1,NaN,NaN,NaN,2
23,NaN,0,0,450,2,1
23,NaN,1,NaN,NaN,NaN,1
23,NaN,1,NaN,NaN,NaN,1
23,NaN,0,0,450,2,1
23,NaN,1,NaN,NaN,NaN,1
23,NaN,1,NaN,NaN,NaN,2
23,NaN,0,0,150,2,1
23,400.07,1,0,-150,1,2
23,523.59,1,1,-600,1,1
23,468.59,1,NaN,NaN,2,NaN
23,450.28,1,1,450,1,1
23,580.22,1,NaN,NaN,2,NaN
23,496.04,1,0,-600,1,2
23,NaN,0,0,450,2,1
23,639.54,1,1,-600,2,2
23,710.82,1,0,-150,1,2
23,837.75,1,1,-600,1,1
23,634.73,1,0,150,2,1
23,NaN,0,0,150,2,1
23,NaN,1,NaN,NaN,NaN,2
23,NaN,0,1,450,1,1
23,NaN,0,1,150,2,2
23,NaN,1,NaN,NaN,NaN,2
23,NaN,1,NaN,NaN,NaN,1
23,477.59,1,0,150,1,2
23,NaN,0,1,-150,2,2
23,740.83,1,NaN,NaN,1,NaN
23,NaN,1,NaN,NaN,NaN,2
23,594.31,1,NaN,NaN,2,NaN
23,683.69,1,0,-600,1,2
23,NaN,1,NaN,NaN,NaN,1
23,NaN,0,0,-150,2,1
23,NaN,0,0,450,1,2
23,NaN,1,NaN,NaN,NaN,2
23,NaN,1,NaN,NaN,NaN,2
23,546.87,1,1,450,2,2
23,507.67,1,1,150,1,1
23,NaN,1,NaN,NaN,NaN,1
23,NaN,1,NaN,NaN,NaN,NaN
23,584.08,1,1,150,2,2
23,NaN,0,NaN,NaN,1,NaN
23,481.49,1,NaN,NaN,1,NaN
23,591.29,1,0,450,1,2
23,NaN,1,NaN,NaN,NaN,1
23,NaN,1,NaN,NaN,NaN,1
23,NaN,1,NaN,NaN,NaN,1
23,NaN,0,0,-600,2,1
23,NaN,1,NaN,NaN,NaN,2
23,592.51,1,1,450,2,2
23,NaN,1,NaN,NaN,NaN,NaN
23,NaN,0,NaN,NaN,1,NaN
23,NaN,1,NaN,NaN,NaN,NaN
23,NaN,1,NaN,NaN,NaN,NaN
23,NaN,0,1,-150,2,2
23,NaN,1,NaN,NaN,NaN,1
23,NaN,0,NaN,NaN,2,NaN
23,596.83,1,0,450,2,1
23,459.69,1,1,150,1,1
23,372.41,1,1,-150,1,1
23,NaN,1,NaN,NaN,NaN,2
23,520.52,1,0,150,1,2
23,507.37,1,0,-600,2,1
23,394.21,1,1,-150,1,1
23,383.46,1,0,-150,2,1
23,NaN,1,NaN,NaN,NaN,2
23,564.29,1,1,-600,2,2
23,NaN,1,NaN,NaN,NaN,2
23,NaN,1,NaN,NaN,NaN,2
23,NaN,1,NaN,NaN,NaN,2
23,NaN,1,NaN,NaN,NaN,1
23,NaN,0,NaN,NaN,1,NaN
23,NaN,0,NaN,NaN,2,NaN
23,417.55,1,1,-150,1,1
23,475.32,1,0,150,1,2
23,389.98,1,0,-600,1,2
23,449.99,1,NaN,NaN,1,NaN
23,394.71,1,1,150,1,1
23,346.73,1,NaN,NaN,2,NaN
23,NaN,1,NaN,NaN,NaN,1
23,450.28,1,1,450,1,1
23,NaN,0,0,450,2,1
23,566,1,0,-150,2,1
23,362.68,1,0,150,1,2
23,NaN,1,NaN,NaN,NaN,1
23,NaN,1,NaN,NaN,NaN,1
23,397.64,1,1,450,1,1
23,366.74,1,1,-600,1,1
23,NaN,1,NaN,NaN,NaN,1
23,497.34,1,NaN,NaN,1,NaN
23,NaN,0,1,450,2,2
23,459.79,1,1,150,2,2
23,NaN,1,NaN,NaN,NaN,NaN
23,502,1,0,450,1,2
23,489.47,1,1,-150,2,2
23,NaN,1,NaN,NaN,NaN,2
23,572.35,1,0,450,1,2
23,NaN,1,NaN,NaN,NaN,2
23,NaN,1,NaN,NaN,NaN,NaN
23,495.45,1,1,-150,1,1
23,494.81,1,0,-150,2,1
23,NaN,1,NaN,NaN,NaN,2
23,NaN,1,NaN,NaN,NaN,NaN
23,NaN,0,1,150,2,2
23,471.87,1,NaN,NaN,1,NaN
23,550.04,1,1,-600,2,2
23,385.51,1,1,-600,1,1
23,NaN,1,NaN,NaN,NaN,1
23,380.66,1,0,-150,1,2
23,435.29,1,0,-600,2,1
23,434.9,1,0,-600,1,2
23,NaN,1,NaN,NaN,NaN,1
23,NaN,0,0,450,2,1
23,NaN,1,NaN,NaN,NaN,NaN
23,630.62,1,NaN,NaN,2,NaN
23,413.44,1,0,150,2,1
23,NaN,1,NaN,NaN,NaN,1
23,682.02,1,NaN,NaN,2,NaN
23,446.9,1,1,150,1,1
23,508.17,1,1,450,2,2
23,NaN,1,NaN,NaN,NaN,2
23,492.91,1,0,150,2,1
23,NaN,1,NaN,NaN,NaN,1
23,507.71,1,0,-150,1,2
23,812.34,1,0,-150,2,1
23,NaN,1,NaN,NaN,NaN,NaN
23,418.58,1,1,450,1,1
23,397.5,1,NaN,NaN,1,NaN
23,NaN,1,NaN,NaN,NaN,1
23,NaN,0,1,-600,2,2
23,NaN,1,NaN,NaN,NaN,1
23,NaN,1,NaN,NaN,NaN,NaN
23,505.24,1,0,150,1,2
23,NaN,0,1,-600,1,1
23,639.26,1,0,-600,2,1
23,517.33,1,NaN,NaN,2,NaN
23,NaN,1,NaN,NaN,NaN,1
23,NaN,1,NaN,NaN,NaN,2
23,NaN,1,NaN,NaN,NaN,1
23,504.35,1,0,-150,1,2
23,NaN,0,NaN,NaN,2,NaN
23,505.99,1,NaN,NaN,1,NaN
23,403.06,1,1,-150,1,1
23,623.15,1,0,-600,1,2
23,NaN,1,NaN,NaN,NaN,2
23,388.37,1,1,150,1,1
23,419.07,1,0,450,1,2
23,444.22,1,1,-600,1,1
23,NaN,1,NaN,NaN,NaN,NaN
23,NaN,0,NaN,NaN,1,NaN
23,NaN,1,NaN,NaN,NaN,NaN
23,NaN,1,NaN,NaN,NaN,1
23,462.09,1,NaN,NaN,2,NaN
23,409.95,1,0,450,1,2
23,357,1,1,-150,1,1
23,NaN,0,0,450,2,1
23,NaN,1,NaN,NaN,NaN,2
23,NaN,1,NaN,NaN,NaN,2
23,NaN,1,NaN,NaN,NaN,1
23,670.58,1,NaN,NaN,2,NaN
23,596.19,1,1,450,1,1
23,NaN,0,1,150,1,1
23,NaN,0,1,150,2,2
23,465.35,1,NaN,NaN,1,NaN
23,NaN,0,0,150,2,1
23,580.82,1,1,450,2,2
23,615.24,1,1,-600,2,2
23,418.66,1,1,-150,2,2
23,431.62,1,0,-600,1,2
23,NaN,0,0,450,2,1
23,NaN,1,NaN,NaN,NaN,1
23,NaN,1,NaN,NaN,NaN,2
23,NaN,0,0,-600,2,1
23,NaN,0,1,-150,2,2
23,NaN,0,0,150,1,2
23,NaN,1,NaN,NaN,NaN,2
23,1096.6,1,1,150,2,2
23,637.13,1,NaN,NaN,2,NaN
23,NaN,0,0,-600,2,1
23,907.2,1,1,150,1,1
23,NaN,1,NaN,NaN,NaN,2
23,NaN,1,NaN,NaN,NaN,2
23,NaN,0,0,150,2,1
23,NaN,0,0,-150,1,2
23,650.55,1,NaN,NaN,1,NaN
23,405.89,1,NaN,NaN,1,NaN
23,NaN,1,NaN,NaN,NaN,NaN
23,NaN,0,1,450,2,2
23,NaN,1,NaN,NaN,NaN,1
23,NaN,0,0,-600,2,1
23,460.45,1,0,450,1,2
23,NaN,1,NaN,NaN,NaN,1
23,580.75,1,1,-600,2,2
23,570.07,1,0,450,2,1
23,510.77,1,1,450,2,2
23,NaN,1,NaN,NaN,NaN,1
23,NaN,1,NaN,NaN,NaN,1
23,648.61,1,0,450,1,2
23,NaN,0,NaN,NaN,2,NaN
23,444.05,1,NaN,NaN,1,NaN
23,567.21,1,1,-150,2,2
23,504.64,1,1,-600,1,1
23,NaN,1,NaN,NaN,NaN,1
23,NaN,1,NaN,NaN,NaN,2
23,659.75,1,NaN,NaN,2,NaN
23,492.19,1,0,150,2,1
23,NaN,1,NaN,NaN,NaN,1
23,NaN,0,1,-600,2,2
23,NaN,1,NaN,NaN,NaN,1
23,NaN,1,NaN,NaN,NaN,NaN
23,NaN,0,0,-600,1,2
23,NaN,0,1,450,1,1
23,NaN,1,NaN,NaN,NaN,2
23,NaN,0,0,150,1,2
23,NaN,1,NaN,NaN,NaN,NaN
23,547.24,1,1,-150,2,2
23,407.19,1,1,150,1,1
23,NaN,0,NaN,NaN,2,NaN
23,NaN,1,NaN,NaN,NaN,2
23,510.89,1,NaN,NaN,1,NaN
23,566.29,1,1,-600,1,1
23,575.86,1,0,150,1,2
23,NaN,0,1,150,2,2
23,NaN,0,0,-150,2,1
23,NaN,1,NaN,NaN,NaN,2
23,NaN,0,1,150,2,2
23,784.19,1,0,-150,1,2
23,NaN,1,NaN,NaN,NaN,2
23,NaN,1,NaN,NaN,NaN,NaN
23,480.66,1,1,-150,1,1
23,NaN,1,NaN,NaN,NaN,NaN
23,NaN,1,NaN,NaN,NaN,2
23,NaN,0,1,450,1,1
23,NaN,0,1,-600,1,1
23,NaN,1,NaN,NaN,NaN,2
23,NaN,1,NaN,NaN,NaN,NaN
23,NaN,0,NaN,NaN,2,NaN
23,NaN,0,0,150,1,2
23,NaN,0,NaN,NaN,2,NaN
23,528.46,1,0,-150,1,2
23,NaN,0,NaN,NaN,2,NaN
23,NaN,1,NaN,NaN,NaN,1
23,NaN,1,NaN,NaN,NaN,2
23,NaN,0,1,450,2,2
23,501.63,1,1,150,1,1
23,563.15,1,1,-600,2,2
23,NaN,0,NaN,NaN,1,NaN
23,NaN,0,0,450,1,2
23,NaN,0,0,150,1,2
23,NaN,1,NaN,NaN,NaN,1
23,1020.3,1,0,-600,1,2
23,2072.4,1,1,150,2,2
23,506.65,1,0,150,2,1
23,546.18,1,NaN,NaN,1,NaN
23,508.95,1,1,150,2,2
23,NaN,1,NaN,NaN,NaN,1
23,NaN,0,0,-600,1,2
23,NaN,0,NaN,NaN,1,NaN
23,NaN,1,NaN,NaN,NaN,1
23,519.79,1,0,-150,1,2
23,NaN,0,1,-150,2,2
23,511.38,1,0,450,2,1
23,543.63,1,1,450,1,1
23,NaN,1,NaN,NaN,NaN,2
23,427.03,1,NaN,NaN,1,NaN
23,1439.8,0,NaN,NaN,NaN,NaN
23,612.57,1,0,450,2,1
23,NaN,0,0,-600,2,1
23,NaN,1,NaN,NaN,NaN,2
23,NaN,0,NaN,NaN,2,NaN
23,NaN,0,0,-600,2,1
23,951.17,1,1,-150,2,2
23,NaN,1,NaN,NaN,NaN,1
23,486.01,1,1,150,1,1
23,NaN,0,0,450,1,2
23,NaN,1,NaN,NaN,NaN,1
23,NaN,1,NaN,NaN,NaN,2
23,NaN,1,NaN,NaN,NaN,2
23,685.85,1,0,150,2,1
23,NaN,0,0,-150,2,1
23,NaN,0,1,-600,2,2
23,509.33,1,1,-600,1,1
23,NaN,1,NaN,NaN,NaN,NaN
23,NaN,0,1,450,2,2
23,380.46,1,1,-150,1,1
23,NaN,1,NaN,NaN,NaN,2
23,NaN,1,NaN,NaN,NaN,1
23,386.4,1,1,-600,1,1
23,NaN,1,NaN,NaN,NaN,1
23,450.32,1,0,450,2,1
23,458.09,1,0,-600,2,1
23,NaN,1,NaN,NaN,NaN,1
23,NaN,1,NaN,NaN,NaN,1
23,553.21,1,0,450,1,2
23,421.06,1,0,-150,2,1
23,NaN,1,NaN,NaN,NaN,NaN
23,NaN,1,NaN,NaN,NaN,2
23,463.67,1,NaN,NaN,2,NaN
23,692.82,1,0,150,1,2
23,410.93,1,NaN,NaN,1,NaN
23,387.1,1,1,150,1,1
23,NaN,1,NaN,NaN,NaN,2
23,628.67,1,1,450,1,1
23,1574,1,NaN,NaN,1,NaN
23,NaN,1,NaN,NaN,NaN,2
23,NaN,0,1,150,2,2
23,611.63,1,1,-150,2,2
23,NaN,0,1,450,2,2
23,NaN,0,NaN,NaN,1,NaN
23,NaN,1,NaN,NaN,NaN,NaN
23,NaN,1,NaN,NaN,NaN,2
23,1106.1,1,0,-600,1,2
23,NaN,1,NaN,NaN,NaN,1
23,NaN,0,NaN,NaN,2,NaN
23,NaN,1,NaN,NaN,NaN,2
23,NaN,0,0,-150,2,1
23,NaN,1,NaN,NaN,NaN,2
23,496.53,1,1,-150,1,1
23,NaN,0,1,450,2,2
23,406.82,1,1,-150,2,2
23,793.67,1,1,150,1,1
23,NaN,0,1,-600,2,2
23,1211.1,1,NaN,NaN,1,NaN
23,NaN,0,NaN,NaN,2,NaN
23,NaN,0,1,450,1,1
23,905.43,1,1,-600,2,2
23,1076.3,1,1,150,2,2
23,NaN,1,NaN,NaN,NaN,2
23,NaN,0,0,450,2,1
23,387.12,1,0,150,2,1
23,NaN,0,0,150,1,2
23,NaN,1,NaN,NaN,NaN,1
23,NaN,0,0,-600,2,1
23,NaN,0,0,450,1,2
23,441.27,1,0,-150,1,2
23,NaN,1,NaN,NaN,NaN,1
23,553.93,1,0,-600,1,2
23,490.37,1,NaN,NaN,2,NaN
23,NaN,1,NaN,NaN,NaN,NaN
23,508.45,1,0,-150,1,2
23,NaN,1,NaN,NaN,NaN,2
23,656.67,1,1,-150,1,1
23,770.16,1,0,150,2,1
23,NaN,1,NaN,NaN,NaN,NaN
23,372.38,1,0,-600,1,2
23,387.3,1,0,450,1,2
23,391.7,1,1,150,2,2
23,459.16,1,0,-150,2,1
23,339.75,1,1,-150,1,1
23,449.21,1,0,450,2,1
23,NaN,1,NaN,NaN,NaN,1
23,NaN,1,NaN,NaN,NaN,2
23,420.76,1,1,150,1,1
23,NaN,1,NaN,NaN,NaN,2
23,NaN,0,1,-600,2,2
23,NaN,0,1,-600,2,2
23,NaN,1,NaN,NaN,NaN,NaN
23,450.24,1,1,450,2,2
23,428.18,1,1,-600,1,1
23,NaN,0,0,150,2,1
23,NaN,1,NaN,NaN,NaN,2
23,NaN,1,NaN,NaN,NaN,1
23,429.83,1,NaN,NaN,1,NaN
23,NaN,1,NaN,NaN,NaN,2
23,NaN,0,NaN,NaN,2,NaN
23,565.8,1,NaN,NaN,1,NaN
23,NaN,1,NaN,NaN,NaN,2
23,569.3,1,0,-600,2,1
23,NaN,0,1,-600,1,1
23,NaN,0,NaN,NaN,2,NaN
23,522.86,1,NaN,NaN,1,NaN
23,NaN,1,NaN,NaN,NaN,1
23,NaN,1,NaN,NaN,NaN,2
23,NaN,1,NaN,NaN,NaN,1
23,519.19,1,1,-150,1,1
23,419.52,1,0,-150,1,2
23,NaN,0,NaN,NaN,1,NaN
23,402.14,1,0,-600,2,1
23,459.4,1,1,150,2,2
23,453.64,1,0,450,1,2
23,402.14,1,0,-600,1,2
23,453.52,1,1,-150,2,2
23,450.29,1,1,450,2,2
23,NaN,1,NaN,NaN,NaN,2
23,NaN,0,0,-150,1,2
23,NaN,1,NaN,NaN,NaN,NaN
23,NaN,0,NaN,NaN,2,NaN
23,454.74,1,0,-150,2,1
23,NaN,1,NaN,NaN,NaN,1
23,NaN,1,NaN,NaN,NaN,1
23,NaN,1,NaN,NaN,NaN,1
23,625.25,1,0,150,1,2
23,NaN,0,0,150,2,1
23,NaN,0,1,450,1,1
23,NaN,1,NaN,NaN,NaN,NaN
23,NaN,1,NaN,NaN,NaN,NaN
23,NaN,1,NaN,NaN,NaN,1
23,586.06,1,NaN,NaN,2,NaN
23,488.07,1,1,-150,2,2
23,NaN,1,NaN,NaN,NaN,2
23,473.92,1,0,150,1,2
23,NaN,1,NaN,NaN,NaN,2
23,567.64,1,1,150,2,2
23,NaN,1,NaN,NaN,NaN,2
23,NaN,0,1,-600,2,2
23,509.67,1,NaN,NaN,1,NaN
23,547.53,1,NaN,NaN,2,NaN
23,NaN,1,NaN,NaN,NaN,1
23,801.27,1,0,-600,2,1
23,NaN,1,NaN,NaN,NaN,NaN
23,538.02,1,1,150,2,2
23,NaN,1,NaN,NaN,NaN,1
23,NaN,1,NaN,NaN,NaN,NaN
23,NaN,1,NaN,NaN,NaN,1
23,NaN,1,NaN,NaN,NaN,1
23,558.48,1,1,-600,1,1
23,NaN,1,NaN,NaN,NaN,2
23,480.18,1,0,150,1,2
23,445.38,1,1,150,1,1
23,552.86,1,0,450,2,1
23,445.6,1,0,-150,2,1
23,446.56,1,1,-600,1,1
23,NaN,1,NaN,NaN,NaN,NaN
23,NaN,1,NaN,NaN,NaN,1
23,714.14,1,NaN,NaN,2,NaN
23,518.72,1,NaN,NaN,2,NaN
23,498.68,1,NaN,NaN,1,NaN
23,473.46,1,NaN,NaN,1,NaN
23,441.05,1,1,450,2,2
23,803.13,0,NaN,NaN,NaN,2
23,410.27,1,1,450,1,1
23,391.88,1,NaN,NaN,2,NaN
23,502.02,1,0,-600,1,2
23,595.55,1,1,-150,1,1
23,450.18,1,0,150,2,1
23,NaN,1,NaN,NaN,NaN,1
23,1737.7,1,1,-600,2,2
23,459.84,1,1,-150,1,1
23,433.16,1,0,-150,1,2
23,NaN,1,NaN,NaN,NaN,2
23,466.04,1,1,450,2,2
23,NaN,0,1,150,1,1
23,NaN,0,0,450,2,1
23,NaN,1,NaN,NaN,NaN,2
23,NaN,0,1,-150,2,2
23,535.4,1,0,-600,2,1
23,450.65,1,1,450,1,1
23,390.67,1,0,450,1,2
23,NaN,0,0,150,2,1
23,448.69,1,1,-150,2,2
23,456.32,1,0,150,1,2
23,NaN,1,NaN,NaN,NaN,2
23,NaN,1,NaN,NaN,NaN,1
23,346.79,1,0,-600,1,2
23,414.78,1,0,-150,1,2
23,NaN,1,NaN,NaN,NaN,2
23,NaN,1,NaN,NaN,NaN,NaN
